StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,samtycke,hon1,hon2,hon3,han1,han2,han3,hen1,hen2,hen3,control1,control2,control3,30f1,30f2,30f3,30f5,30f10,50f10,50f11,50f3,50f7,50f8,50f9,5030f7,50f12,50f17,50f13,75f1,75f2,75f4,75f5,70f3,Q60,Q62,GIS_1,GIS_2,GIS_3,GIS_4,essentialism_1,essentialism_2,essentialism_3,essentialism_4,essentialism_5,essentialism_6,essentialism_7,essentialism_8,hen_attitudes_1,hen_attitudes_2,hen_attitudes_3,hen_use,hen_hear,hen_fam,hen_fam_4_TEXT,Q66,Q68,Q70,Q72,token,han1 - Parent Topics,han1 - Topics
2020-11-26 04:39:07,2020-11-26 04:54:00,IP Address,94.234.34.33,100,892,TRUE,2020-11-26 04:54:00,R_1DzZimAfr9wonmr,,,,,59.3500061,17.91670227,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,,,,Hen haller i en paddel,Hen star i en bat,Hen paddlar en bat,,,,Man,Man,Kvinna,Man,Vet ej,Vet ej,Kvinna,Kvinna,Kvinna,Kvinna,Man,Vet ej,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,51,Man,3,5,4,3,"Stammer helt
7",6,"Stammer helt
7",6,"Stammer inte alls
1","Stammer helt
7",4,"Stammer inte alls
1",2,4,2,Aldrig,Nagon gang om aret,"Nej, kanner ingen som anvander hen som sitt pronomen",,Osakra manniskor som soker ett sammanhang,Ja,Nej,Uppenbart att det var fotomontage av overdel man och underdel kvinna samt det omvanda. ,guuydnn,,
2020-11-26 04:47:14,2020-11-26 04:58:25,IP Address,83.219.193.118,100,671,TRUE,2020-11-26 04:58:25,R_qEm6iaclmI07bsR,,,,,59.32870483,18.07170105,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,Han paddlar bat eller surfbrada. ,Han tranar sina armmuskler. ,Han ror en bat eller brada. ,,,,,,,Man,Man,Man,Man,Man,Man,Kvinna,Kvinna,Man,Kvinna,Man,Kvinna,Kvinna,Man,Man,Kvinna,Kvinna,Man,Kvinna,Kvinna,29,Man,"Stammer helt
7","Stammer helt
7","Stammer inte alls
1","Stammer helt
7","Stammer helt
7","Stammer inte alls
1","Stammer inte alls
1","Stammer helt
7","Stammer inte alls
1","Stammer helt
7","Stammer inte alls
1","Stammer inte alls
1",4,4,5,Nagon gang per vecka,Nagon gang i manaden,"Ja, en bekant",,Kon ,"Nej, svarar utifran min asikt ",Nej,"Ja, de sag ut att anvanda samma nasa mun och ogon flera ganger om. ",retvgzc,,
2020-11-26 05:25:29,2020-11-26 05:32:13,IP Address,62.84.197.204,100,404,TRUE,2020-11-26 05:32:14,R_3Oc2WhIqr9jqHzd,,,,,59.33329773,18.05000305,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,"Hon paddlar pa en ""stand up paddleboard""",Hon bander upp ngt med ett spett,Hon drar upp nagot ur jorden,,,,,,,,,,Man,Man,Man,Man,Man,Man,Kvinna,Kvinna,Man,Kvinna,Man,Vet ej,Kvinna,Man,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,39,Man,"Stammer helt
7",5,6,2,"Stammer helt
7",6,3,4,2,6,5,"Stammer inte alls
1",3,3,3,Nagon gang i manaden,Nagon gang per vecka,"Nej, kanner ingen som anvander hen som sitt pronomen",,Hur befolkningens uppfattningar om kon ser ut,Nej,Nej,Manga var relativt svara att avgora,ycxwwze,,
2020-11-26 05:31:10,2020-11-26 05:42:04,IP Address,31.209.20.19,100,654,TRUE,2020-11-26 05:42:04,R_2WBcyZA0DFWPXG8,,,,,56.24279785,12.86219788,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,Hon paddlar.,Hon paddlar kanot staende.,Hon paddlar kanot eller mojligen en surfbrada .,,,,,,,,,,Man,Man,Kvinna,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,73,Kvinna,"Stammer inte alls
1","Stammer helt
7","Stammer helt
7","Stammer inte alls
1","Stammer inte alls
1","Stammer inte alls
1","Stammer inte alls
1",3,4,2,6,"Stammer inte alls
1",6,6,6,Nagon gang om aret,Nagon gang per vecka,"Nej, kanner ingen som anvander hen som sitt pronomen",,Konsidentitet.,Nej. Normat satt.,Nej.,Nagra var lite svara att konsbestamma.,pbxutzt,,
2020-11-26 05:57:24,2020-11-26 06:04:29,IP Address,37.221.106.186,100,425,TRUE,2020-11-26 06:04:30,R_3rZKXA8RWvex9wd,,,,,55.605896,13.0007019,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,Han paddlar pa en SUP,Han motionerar,Han har ensamtid,,,,,,,Man,Man,Man,Man,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,50,Man,5,5,6,"Stammer inte alls
1","Stammer helt
7","Stammer helt
7",6,"Stammer helt
7","Stammer helt
7","Stammer helt
7",5,"Stammer inte alls
1",2,"Mycket daligt
1",4,Aldrig,Nagon gang om aret,"Nej, kanner ingen som anvander hen som sitt pronomen",,Konsidentitet,nej,nej,Ja,odckycn,,
2020-11-26 05:48:25,2020-11-26 06:05:29,IP Address,83.185.39.218,100,1023,TRUE,2020-11-26 06:05:29,R_1Ltlkq1TW5ZN44o,,,,,59.32870483,18.07170105,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,,,,Hen star och paddlar pa en SUP,Hen tranar pa att paddla,Hej utovar vattensporten SUP,,,,Man,Man,Kvinna,Man,Man,Man,Kvinna,Icke-binar,Kvinna,Kvinna,Icke-binar,Kvinna,Kvinna,Vet ej,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,30,Kvinna,5,5,"Stammer helt
7",6,3,"Stammer inte alls
1",2,"Stammer inte alls
1",2,2,5,"Stammer inte alls
1",4,4,6,Nagon gang om aret,Nagon gang i manaden,"Nej, kanner ingen som anvander hen som sitt pronomen",,Folks syn pa konspronomen,Nej,Nej,"Vissa sag kanske oite annorlunda ut, men det blir ju svarare att bedomma nar.man inte ser har ocksa",yczovuu,,
2020-11-26 05:49:38,2020-11-26 06:06:32,IP Address,2.67.230.213,100,1013,TRUE,2020-11-26 06:06:32,R_2ZZBzF2IMXUfveL,,,,,58.73139954,15.56149292,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,,,,,,,Nagon surfar,Personen ror eller paddlar,Vet inte,Man,Man,Vet ej,Man,Man,Man,Man,Kvinna,Man,Man,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,73,Kvinna,2,6,5,5,"Stammer inte alls
1","Stammer inte alls
1","Stammer inte alls
1","Stammer inte alls
1","Stammer helt
7","Stammer inte alls
1","Stammer helt
7","Stammer inte alls
1",4,"Mycket bra
7","Mycket bra
7",Nagon gang i manaden,Nagon gang i manaden,"Nej, kanner ingen som anvander hen som sitt pronomen",,Hen,Nej,Det paverkade mig. Inte. ,De var valdigt androgyna,mnthsmw,,
2020-11-26 06:13:57,2020-11-26 06:36:02,IP Address,84.216.156.33,100,1324,TRUE,2020-11-26 06:36:02,R_2pYRwL69O3ckhVL,,,,,59.32870483,18.07170105,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,Hon star pa en SUP och paddlar.,Hon ar latt framatbojd och tar i for att paddla. ,Hon star pa knana,,,,,,,,,,Man,Man,Kvinna,Man,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,Vet ej,Kvinna,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,24,Kvinna,2,5,4,3,3,"Stammer inte alls
1","Stammer inte alls
1",3,2,2,5,"Stammer inte alls
1",6,"Mycket bra
7","Mycket bra
7",Nagon gang i manaden,Nagon gang i manaden,"Nej, kanner ingen som anvander hen som sitt pronomen",,Min uppfattning om olika konsidentiteter. ,Nej.,Nej det paverkade inte svaret. ,"Vissa var mycket svara att ange som kvinna/man. Men da jag uppfattar icke-binar som en egen kansla avgjord av individen sjalv, kandes det fel att satta de mest konsneutrala ansiktena i icke-binara kategorin. Tyckte mig anda se manliga och kvinnliga drag pa alla. ",ykbbktk,,
2020-11-26 01:20:58,2020-11-26 07:14:59,IP Address,83.251.71.100,100,21241,TRUE,2020-11-26 07:15:00,R_3ir0orNt5EQlJGA,,,,,59.36129761,17.97109985,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,Hon tranar,Hon paddlar,Hon utovar en vattensport,,,,,,,,,,Man,Man,Icke-binar,Man,Man,Icke-binar,Kvinna,Kvinna,Kvinna,Kvinna,Man,Man,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,31,Man,2,2,"Stammer inte alls
1",2,6,"Stammer inte alls
1","Stammer inte alls
1","Stammer inte alls
1",6,4,3,"Stammer inte alls
1",4,"Mycket bra
7",6,Nagon gang om aret,Nagon gang per vecka,"Nej, kanner ingen som anvander hen som sitt pronomen",,"Allmanhetens installning till konsidentitet, vad galler normer & fordomar. aven hur olika generationer ser pa konsidentitet.",Ja,"Bade och, i vissa fragor har man kanske en stark installning till att borja med och tanker att man ska svara pa ett visst satt men da det ar viktiga fragor funderar man mer kring varje fraga som stalls vilket gor att man medans man funderar kan komma fram till att man inte vill svara som det man forst tankte.",Jag reagerade pa att vissa ansiktet var svara att till 100% saga vilket kon det var.,vzdzzxz,,
2020-11-26 07:28:07,2020-11-26 07:38:16,IP Address,90.129.223.174,100,608,TRUE,2020-11-26 07:38:17,R_eD2YLK2N4FiSbqF,,,,,59.32870483,18.07170105,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,Han kor paddelsurfing i vattnet ,Han kanske star upp i en kajak ,Han ovar pa att kora paddelsurfning,,,,,,,Man,Man,Man,Man,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,24,Kvinna,2,"Stammer helt
7","Stammer helt
7",2,"Stammer inte alls
1","Stammer inte alls
1","Stammer inte alls
1","Stammer helt
7","Stammer helt
7","Stammer helt
7","Stammer helt
7","Stammer inte alls
1",4,6,6,Nagon gang om aret,Nagon gang i manaden,"Nej, kanner ingen som anvander hen som sitt pronomen",,Genus tank,Ibland vissa delar ,Nja valde det som jag kande passade bast ,Nej ,ymxxzfp,,
2020-11-26 07:49:01,2020-11-26 08:10:51,IP Address,193.15.102.10,100,1309,TRUE,2020-11-26 08:10:51,R_1F4h5nLEqPANGJ7,,,,,56.13569641,12.94430542,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,,,,,,,Stand up padel,paddlar pa surfing brada,ror i en stor balja,Man,Man,Icke-binar,Man,Man,Man,Kvinna,Kvinna,Man,Kvinna,Man,Man,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,50,Man,3,6,5,4,3,"Stammer inte alls
1","Stammer inte alls
1",5,4,4,3,"Stammer inte alls
1",4,4,4,Nagon gang om aret,Nagon gang i manaden,"Nej, kanner ingen som anvander hen som sitt pronomen",,Hur vi ser pa kon,"Na, men svart att svara pa. Tror jag sjalv ar i en forandringsfas till det battre. Forandring tar tid",Troligtvis,"Vissa var svara att satta kon pa, men aven svart att satta icke binar",zaafmwe,,
2020-11-26 07:58:54,2020-11-26 08:22:13,IP Address,78.70.245.86,100,1399,TRUE,2020-11-26 08:22:14,R_22tuyOGgspDLczs,,,,,57.49549866,13.11079407,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,Hon star upp och padlar,Paddlar en kanot,Tranar kanotpaddling,,,,,,,,,,Man,Man,Man,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,75,Man,6,6,5,6,4,4,4,4,4,4,2,"Stammer inte alls
1",5,4,3,Nagon gang om aret,Nagon gang om aret,"Nej, kanner ingen som anvander hen som sitt pronomen",,Vet ej,Ja,Nej,Ja,foqrhvh,,
2020-11-26 08:30:04,2020-11-26 08:43:09,IP Address,2.67.54.150,100,785,TRUE,2020-11-26 08:43:09,R_vxALv7xVgQxsjgl,,,,,57.646698,11.92939758,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,Han paddlar,Han star pa en brada,Han flyter pa vattnet ,,,,,,,Man,Man,Kvinna,Man,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,74,Kvinna,4,6,6,4,"Stammer inte alls
1","Stammer inte alls
1","Stammer inte alls
1","Stammer inte alls
1","Stammer helt
7","Stammer inte alls
1","Stammer helt
7","Stammer inte alls
1",5,4,"Mycket bra
7",,Nagon gang i manaden,"Nej, kanner ingen som anvander hen som sitt pronomen",,"Manniskors uppfattningar om konsidentitet
",Nej jag svarade som jag sjalv upplever dessa fragor,Jag svarade inifran mig sjalv o inte utifran forvantningar av andra eller pk,Nej,eczzedn,,
2020-11-26 08:48:33,2020-11-26 08:55:43,IP Address,83.250.239.91,100,429,TRUE,2020-11-26 08:55:43,R_21jl8TI6TkuuZ1z,,,,,59.23699951,17.98190308,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,,,,Hen paddlar kanot,Hen star upp,Hen har paddel,,,,Man,Man,Man,Man,Man,Man,Kvinna,Man,Man,Man,Man,Man,Kvinna,Man,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,66,Kvinna,"Stammer helt
7","Stammer helt
7","Stammer helt
7","Stammer helt
7","Stammer helt
7",6,6,"Stammer helt
7",6,6,4,"Stammer inte alls
1",4,4,4,Nagon gang i manaden,Nagon gang per vecka,"Nej, kanner ingen som anvander hen som sitt pronomen",,,,,,sefocxx,,
2020-11-26 08:57:20,2020-11-26 09:03:17,IP Address,92.32.242.125,100,357,TRUE,2020-11-26 09:03:18,R_3lySDCeQqF7dor2,,,,,57.7071991,11.96679688,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,,,,,,,Paddlar ,Star upp,Motionerar ,Man,Man,Icke-binar,Man,Man,Man,Kvinna,Icke-binar,Icke-binar,Kvinna,Man,Icke-binar,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,37,Kvinna,3,5,5,3,"Stammer inte alls
1","Stammer inte alls
1","Stammer inte alls
1","Stammer inte alls
1",4,4,"Stammer helt
7","Stammer inte alls
1","Mycket bra
7","Mycket bra
7","Mycket bra
7",Dagligen,Nagon gang per vecka,"Nej, kanner ingen som anvander hen som sitt pronomen",,Konsidentiteter,Nej,Nej,Ja,wogyzfy,,
2020-11-26 09:10:23,2020-11-26 09:17:32,IP Address,85.226.195.86,100,429,TRUE,2020-11-26 09:17:33,R_Cda71c085LJ3Irv,,,,,57.7071991,11.96679688,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,,,,Hon paddlar. ,Hon graver med en spade. ,Hon mater djupet i marken. ,,,,Man,Man,Man,Man,Man,Man,Kvinna,Kvinna,Man,Kvinna,Man,Kvinna,Kvinna,Man,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,31,Kvinna ,4,"Stammer helt
7",6,2,6,2,"Stammer inte alls
1","Stammer inte alls
1",4,"Stammer inte alls
1",4,"Stammer inte alls
1",4,2,6,Nagon gang i manaden,Nagon gang per vecka,"Nej, kanner ingen som anvander hen som sitt pronomen",,Konsuppfattning,Pa vissa fragor. ,Nej. ,En del var svara att avgora om det tillhorde en kvinna eller man. ,heawyqo,,
2020-11-26 09:08:10,2020-11-26 09:23:34,IP Address,81.225.131.83,100,924,TRUE,2020-11-26 09:23:34,R_qUUtTlAVHQuvBtL,,,,,57.26460266,16.44839478,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,hon paddlar,hon ar i en kanadensare,hon ar pa sjon,,,,,,,,,,Man,Man,Kvinna,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,,Kvinna,Man,Kvinna,Kvinna,Kvinna,75,man,4,6,5,6,"Stammer inte alls
1",2,"Stammer inte alls
1","Stammer inte alls
1",2,"Stammer inte alls
1",3,"Stammer inte alls
1","Mycket daligt
1","Mycket daligt
1",6,Nagon gang om aret,Nagon gang per vecka,"Nej, kanner ingen som anvander hen som sitt pronomen",,konstillhorighet,nej,nej,nagra var svartolkade,wyvtwud,,
2020-11-26 03:30:42,2020-11-26 09:43:38,IP Address,46.39.114.158,100,22376,TRUE,2020-11-26 09:43:39,R_3smCRWVRMBoWZtB,,,,,59.32870483,18.07170105,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,,,,Hen paddlar en kanot,Hen star upp i baten,Hen haller i en paddel ,,,,Man,Man,Kvinna,Man,Man,Kvinna,Kvinna,Kvinna,Man,Kvinna,Man,Kvinna,Kvinna,Man,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,65,Man,2,"Stammer helt
7","Stammer helt
7",2,"Stammer inte alls
1","Stammer inte alls
1","Stammer inte alls
1","Stammer helt
7","Stammer inte alls
1","Stammer inte alls
1",4,"Stammer inte alls
1",6,"Mycket bra
7","Mycket bra
7",Nagon gang om aret,Nagon gang per vecka,"Nej, kanner ingen som anvander hen som sitt pronomen",,Uppfattningar om konstillhorighet och eventuella fordomar ,Nej,Nej,Nej men eftersom de var manipulerade sa var det ibland svart att bedoma,hyekhyx,,
2020-11-26 10:06:38,2020-11-26 10:13:13,IP Address,88.129.242.184,100,394,TRUE,2020-11-26 10:13:13,R_1rkctdds4TCfpZ9,,,,,57.8500061,11.78329468,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,Han paddlar,Han stadar ,Han graver ,,,,,,,Man,Man,Man,Man,Man,Man,Kvinna,Icke-binar,Kvinna,Kvinna,Man,Man,Icke-binar,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Man,22,Man,5,6,6,"Stammer inte alls
1",4,"Stammer inte alls
1","Stammer inte alls
1","Stammer inte alls
1",2,3,6,4,3,2,5,Nagon gang i manaden,Nagon gang per vecka,"Nej, kanner ingen som anvander hen som sitt pronomen",,Icke binara,Nej,Nej,Svart att bestamma sig ,zfmyxcq,,
2020-11-26 10:26:51,2020-11-26 10:38:02,IP Address,84.216.44.158,100,670,TRUE,2020-11-26 10:38:03,R_0lEeZpWeQ3wYGVX,,,,,59.27929688,18.01109314,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,,,,,,,Paddlar SUP,Tranar pa ett roligt satt,Gor en kul aktivitet,Man,Man,Vet ej,Man,Man,Man,Vet ej,Kvinna,Kvinna,Kvinna,Man,Vet ej,Kvinna,Vet ej,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,49,Kvinna,3,6,4,3,"Stammer inte alls
1","Stammer inte alls
1","Stammer inte alls
1",2,2,"Stammer inte alls
1","Stammer helt
7","Stammer inte alls
1","Mycket bra
7","Mycket bra
7","Mycket bra
7",Dagligen,Nagon gang per vecka,"Nej, kanner ingen som anvander hen som sitt pronomen",,Fordomar och synen pa kon,"Nej, men klart det finns ett mer aolitiskt korrekt satt att svara...om man vill vara PK","Formodligen omedvetet, forsokte svara arligt aven nar jag kandexatt jag borde ha en vidare syn pa konsfragan",Nej,wttkkpk,,
2020-11-26 10:36:45,2020-11-26 10:55:12,IP Address,188.148.212.149,100,1106,TRUE,2020-11-26 10:55:12,R_2dFsJNlLFV5ngfW,,,,,58.50520325,13.15769958,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,,,,Hen paddlar,Hen star upp,Hen ar kraftfulld,,,,Icke-binar,Man,Icke-binar,Man,Man,Man,Kvinna,Kvinna,Man,Kvinna,Man,Icke-binar,Kvinna,Kvinna,Man,Icke-binar,Kvinna,Kvinna,Kvinna,Kvinna,66,Man,6,"Stammer helt
7","Stammer helt
7",5,6,6,6,"Stammer helt
7",5,6,5,5,6,5,5,Nagon gang om aret,Nagon gang i manaden,"Ja, en bekant",,Varfor hen,Vet ej,Nej,Vissa var sa Likgiltiga,txuxgab,,
2020-11-26 10:48:33,2020-11-26 10:57:50,IP Address,94.254.59.23,100,556,TRUE,2020-11-26 10:57:50,R_2ZUIQePHmz03AYf,,,,,58.75300598,17.00790405,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,Hon star pa kna i en kanot. ,Hon paddlar kanot.,Hon motionerar.,,,,,,,,,,Man,Man,Man,Man,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Vet ej,Man,Kvinna,Kvinna,Kvinna,Kvinna,68,man,4,4,4,4,"Stammer helt
7",2,4,"Stammer helt
7","Stammer inte alls
1",6,5,2,"Mycket daligt
1","Mycket daligt
1","Mycket daligt
1",Aldrig,Nagon gang i manaden,"Nej, kanner ingen som anvander hen som sitt pronomen",,Genus,Nej,Nej,Nej,vwpggzz,,
2020-11-26 10:59:05,2020-11-26 11:09:50,IP Address,83.183.26.111,100,645,TRUE,2020-11-26 11:09:51,R_1yVqavbHJdjJbm9,,,,,59.23330688,18.30000305,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,Han utovar en motionsform kallat for Stand Up Paddle.,Han motionerar.,"Han befinner sig ute pa sjon, havet mm.",,,,,,,Man,Man,Kvinna,Man,Man,Icke-binar,Icke-binar,Kvinna,Icke-binar,Kvinna,Man,Man,Kvinna,Icke-binar,Kvinna,Icke-binar,Kvinna,Kvinna,Kvinna,Kvinna,40,man,"Stammer helt
7","Stammer helt
7","Stammer helt
7","Stammer helt
7",3,"Stammer helt
7",3,"Stammer helt
7",4,4,3,"Stammer inte alls
1",2,2,2,Aldrig,Nagon gang per vecka,"Ja, en kollega",,"genusperspektiv i modern omfattning, trender och attityder.",nej.,absolut inte.,"ja, det fanns nagra, menutgar ifran att det var tanken.",kocghyx,,
2020-11-26 12:34:13,2020-11-26 12:43:08,IP Address,92.35.60.21,100,534,TRUE,2020-11-26 12:43:08,R_2EjmD1zUCWOlU7a,,,,,58.39120483,13.84509277,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,,,,,,,Tar sig fram pa vatten.,Paddlar framat,Star antagligen pa en brada pavatten,Man,Man,Man,Man,Man,Vet ej,Kvinna,Kvinna,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,Vet ej,Man,Kvinna,Kvinna,Kvinna,Kvinna,47,Kvinna,4,5,5,3,3,"Stammer inte alls
1","Stammer inte alls
1",2,6,2,"Stammer inte alls
1","Stammer inte alls
1",5,5,"Mycket bra
7",Nagon gang i manaden,Nagon gang per vecka,"Nej, kanner ingen som anvander hen som sitt pronomen",,Hur man ser pa identiteter,Nej,Nej,Nej,xbzdqyx,,
2020-11-26 13:11:59,2020-11-26 13:23:14,IP Address,83.250.170.77,100,675,TRUE,2020-11-26 13:23:14,R_2cqhIWaTVzc7Vlf,,,,,58.5941925,16.18260193,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,hon star,hon paddlar,hon tavlar,,,,,,,,,,Man,Man,Man,Man,Man,Man,Man,Kvinna,Man,Kvinna,Man,Man,Man,Man,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,76,kvinna,4,"Stammer helt
7","Stammer helt
7",2,"Stammer helt
7",2,2,"Stammer inte alls
1","Stammer inte alls
1","Stammer inte alls
1","Stammer helt
7","Stammer inte alls
1","Mycket daligt
1","Mycket daligt
1","Mycket daligt
1",Aldrig,Nagon gang i manaden,"Nej, kanner ingen som anvander hen som sitt pronomen",,att man ser till det yttre av en person,nej,nej,"jag tyckte att vissa ansikten aterkom, forvillande, lurigt",zosfvsw,,
2020-11-26 13:34:03,2020-11-26 13:45:30,IP Address,79.136.28.215,100,687,TRUE,2020-11-26 13:45:30,R_2WO8RR4r8Oty4jd,,,,,65.584198,22.15460205,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,han  driver en bat framat med en paddel,han star i baten,han ror inte eller paddlar,,,,,,,Man,Man,Kvinna,Man,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,Man,Kvinna,Man,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,71,man,"Stammer inte alls
1","Stammer helt
7","Stammer helt
7","Stammer helt
7",3,3,3,3,3,3,"Stammer inte alls
1","Stammer inte alls
1",3,3,3,Nagon gang om aret,Nagon gang i manaden,"Nej, kanner ingen som anvander hen som sitt pronomen",,kon,nej,skrev bara vad jag tyckte,ja vissa hade drag av andra konet men det jag svarade tyckte jag overvagde,pdahtxf,,
2020-11-26 13:59:40,2020-11-26 14:08:32,IP Address,151.252.166.182,100,531,TRUE,2020-11-26 14:08:32,R_5vTTIIlArpbOfTz,,,,,57.58450317,12.73240662,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,,,,Hen paddlar,Hen SUP,Hen paddlar fortfarande,,,,Kvinna,Man,Kvinna,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,,Vet ej,Kvinna,Kvinna,Kvinna,Kvinna,76,man,"Stammer helt
7","Stammer helt
7","Stammer helt
7","Stammer helt
7",4,6,"Stammer inte alls
1",6,"Stammer inte alls
1","Stammer helt
7","Stammer inte alls
1","Stammer inte alls
1","Mycket daligt
1","Mycket daligt
1","Mycket daligt
1",Aldrig,Nagon gang i manaden,"Nej, kanner ingen som anvander hen som sitt pronomen",,syn pa konstillhorighet,vet ej,nej,nej,smpbgtt,,
2020-11-26 15:47:33,2020-11-26 16:00:29,IP Address,92.244.29.37,100,776,TRUE,2020-11-26 16:00:30,R_20VvSO1EqZ3oxTS,,,,,59.30000305,18.05000305,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,,,,,,,Stari i en kanot,Haller i en paddel,Star och paddlar kajak,Man,Man,Icke-binar,Man,Man,Man,Icke-binar,Man,Icke-binar,Man,Man,Man,Icke-binar,Kvinna,Icke-binar,Vet ej,Kvinna,Kvinna,Kvinna,Kvinna,63,Kvinna,5,"Stammer helt
7",6,"Stammer helt
7",4,2,2,3,5,3,6,"Stammer inte alls
1",6,6,6,Nagon gang i manaden,Nagon gang i manaden,"Ja, en bekant",,Hur vi uppfattar konstillhorighet,Nej,Nej,Nej,vacazas,,
